SearchArraySize,SearchNumber,HtreeResultIndex,LSResultIndex,HtreeTime,LSTime1000,483,115,115,348,135
10000,5469,-1,-1,379,3459
10000,9096,3182,3182,270,1151
10000,9946,5221,5221,389,1822
10000,7240,3608,3608,2023,1928
10000,7341,-1,-1,634,7583
10000,9504,-1,-1,445,71057
10000,5771,78,78,204,240
10000,6292,5001,5001,441,5889
10000,5119,-1,-1,356,7316
10000,8829,-1,-1,528,6641
10000,2339,-1,-1,317,6459
10000,7561,4483,4483,539,2968
10000,9867,3824,3824,440,2392
10000,4745,-1,-1,500,6370
10000,3047,9726,9726,1133,6021
10000,2985,-1,-1,891,6238
10000,4981,-1,-1,455,6411
10000,3667,740,740,267,537
10000,7716,3875,3875,393,2442
10000,4246,-1,-1,423,6325
10000,6259,-1,-1,338,6370
10000,9779,7392,7392,478,4776
10000,9083,2715,2715,376,1806
10000,7283,3651,3651,461,2302
10000,5077,-1,-1,7926,6342
10000,1142,-1,-1,287,6159
10000,114,-1,-1,297,6222
10000,9877,896,896,296,603
10000,1709,-1,-1,551,6396
10000,4575,-1,-1,689,6142
10000,5712,-1,-1,284,6177
10000,4939,2199,2199,443,919
10000,4756,1696,1696,323,889
10000,7528,4883,4883,368,2307
10000,8104,868,868,278,374
10000,5837,7562,7562,423,4048
10000,7411,190,190,418,171
10000,6546,5610,5610,404,2680
10000,9838,6472,6472,387,4098
10000,4286,2557,2557,395,1634
10000,2249,3432,3432,226,2299
10000,7080,-1,-1,510,6675
10000,2395,8437,8437,482,4746
10000,454,3305,3305,340,2247
10000,8870,3299,3299,218,1497
10000,4458,9823,9823,647,6347
10000,5982,-1,-1,491,6511
10000,5687,2652,2652,408,2087
10000,9351,3338,3338,389,2349
10000,2962,-1,-1,437,6335
10000,2471,2512,2512,898,1628
10000,9518,9404,9404,564,4465
10000,1335,7766,7766,609,4481
10000,3781,-1,-1,446,6676
10000,2166,-1,-1,802,6201
10000,7834,-1,-1,1352,5110
10000,4201,1012,1012,307,707
10000,1953,-1,-1,743,8135
10000,7730,513,513,286,391
10000,7035,2532,2532,617,1381
10000,9318,2386,2386,268,1236
10000,9561,279,279,384,243
10000,1156,-1,-1,469,5097
10000,6484,8025,8025,950,3949
10000,3635,1606,1606,379,1134
10000,6915,5256,5256,753,2808
10000,6750,5026,5026,466,2491
10000,591,1493,1493,365,875
10000,8193,2983,2983,799,1885
10000,2098,-1,-1,585,6945
10000,9943,8558,8558,1237,6048
10000,9572,5652,5652,813,3654
10000,9832,9292,9292,645,4877
10000,1157,4990,4990,748,2451
10000,150,-1,-1,696,3715
10000,52,-1,-1,383,4921
10000,6140,4402,4402,519,2285
10000,905,1775,1775,1134,1013
10000,3185,-1,-1,395,3909
10000,8045,2978,2978,439,1400
10000,7292,5529,5529,653,2123
10000,5620,-1,-1,1260,4112
100000,3793,8742,8742,579,7385
100000,41158,-1,-1,319,73595
100000,7358,31250,31250,135,19511
100000,24178,-1,-1,459,52417
100000,49582,-1,-1,355,35680
100000,85782,25718,25718,138,8907
100000,10178,63585,63585,397,26795
100000,21056,-1,-1,345,42500
100000,27538,27706,27706,116,9347
100000,56526,7105,7105,451,2405
100000,4283,11132,11132,321,3740
100000,56724,-1,-1,419,53660
100000,52239,78402,78402,895,27387
100000,61399,-1,-1,491,46871
100000,73434,11151,11151,138,5439
100000,31299,-1,-1,585,37238
100000,25126,84102,84102,792,41833
100000,76556,24663,24663,532,9895
100000,21114,22706,22706,626,11346
100000,40061,-1,-1,1491,70935
100000,68627,40477,40477,941,20907
100000,77266,76057,76057,1014,133282
100000,375,6191,6191,376,3565
100000,50975,10833,10833,421,6138
100000,92801,40955,40955,839,25546
100000,37857,25443,25443,769,17501
100000,41326,3887,3887,298,2114
100000,11297,63280,63280,1234,31025
100000,39607,45463,45463,784,26962
100000,39390,-1,-1,754,66405
100000,59106,-1,-1,1154,56574
100000,89829,24797,24797,692,17107
100000,94593,59069,59069,1035,42327
100000,37689,39197,39197,486,17212
100000,23049,37672,37672,1254,47078
100000,40749,38650,38650,852,20791
100000,18969,89231,89231,1315,135583
100000,73135,31579,31579,1537,48268
100000,99736,40756,40756,1362,36580
100000,95816,54743,54743,2286,145466
100000,21291,-1,-1,3228,263085
100000,26339,4140,4140,612,3738
100000,92958,46708,46708,1283,43063
100000,22225,11477,11477,2211,21313
100000,79195,72412,72412,1820,117711
100000,64138,74908,74908,1594,66446
100000,76660,32439,32439,890,15661
100000,7289,-1,-1,901,101748
100000,81790,23283,23283,874,15696
100000,60739,62660,62660,467,35616
100000,7027,-1,-1,399,60329
100000,17100,86481,86481,811,31203
100000,57162,-1,-1,1005,33597
100000,38722,70750,70750,1670,23584
100000,32956,-1,-1,886,33783
100000,15921,36498,36498,687,12665
100000,5353,-1,-1,524,43576
100000,92375,75432,75432,841,36733
100000,55017,1175,1175,444,534
100000,4885,45848,45848,386,16410
100000,20808,-1,-1,503,33783
100000,22114,8072,8072,366,2798
100000,18995,-1,-1,568,47123
100000,97117,77094,77094,1687,28515
100000,94629,79448,79448,661,42017
100000,55361,51963,51963,1121,25586
100000,18880,-1,-1,997,34788
100000,59470,-1,-1,1222,34774
100000,69106,61241,61241,906,29247
100000,14214,-1,-1,872,40867
100000,26048,59110,59110,1049,20281
100000,47025,-1,-1,1391,45345
100000,39153,-1,-1,903,34648
100000,27464,7977,7977,416,2801
100000,88352,62886,62886,1264,22311
100000,56669,28291,28291,994,17429
100000,39849,36148,36148,1185,12970
100000,65510,62294,62294,1427,23110
100000,58688,33254,33254,736,11693
100000,89232,23852,23852,575,12868
100000,4167,55287,55287,882,19154
100000,50437,-1,-1,873,37153
100000,58785,38391,38391,622,13208
100000,41507,18559,18559,525,8666
100000,16289,49958,49958,643,23837
100000,84953,52664,52664,1201,25252
100000,31984,-1,-1,1223,59160
100000,84592,90164,90164,1359,46008
100000,83297,71883,71883,1197,46580
100000,50737,56784,56784,1647,70308
100000,4659,-1,-1,1137,88558
100000,98900,64986,64986,1093,44002
100000,82257,511,511,672,258
100000,15826,5670,5670,351,5704
100000,94402,62186,62186,895,45339
100000,56806,-1,-1,1684,70168
100000,12146,7478,7478,901,2924
100000,59802,-1,-1,1301,71087
100000,66517,60572,60572,1088,52783
100000,43641,-1,-1,1868,68193
1000000,107522,-1,-1,798,594315
1000000,248069,-1,-1,933,758828
1000000,98432,745248,745248,1040,457429
1000000,728165,722563,722563,877,561518
1000000,716615,-1,-1,1908,656592
1000000,662067,448887,448887,952,278265
1000000,934889,263132,263132,970,193392
1000000,502459,-1,-1,1680,714390
1000000,230368,-1,-1,2008,771144
1000000,686294,235041,235041,1472,281461
1000000,239344,100774,100774,761,133294
1000000,535396,332389,332389,1538,282603
1000000,64280,-1,-1,764,845975
1000000,153008,-1,-1,1144,1051138
1000000,260474,-1,-1,1635,1055972
1000000,272491,-1,-1,1733,1476373
1000000,572004,-1,-1,24705,909194
1000000,330076,290813,290813,990,249040
1000000,470282,334896,334896,914,349721
1000000,200450,-1,-1,1342,919619
1000000,894395,387821,387821,1273,372655
1000000,301536,-1,-1,1439,930627
1000000,140548,89723,89723,863,68934
1000000,820855,291527,291527,826,321659
1000000,339262,206983,206983,42376,138615
1000000,737510,430908,430908,1358,459568
1000000,386603,528473,528473,890,634434
1000000,696763,638070,638070,927,737792
1000000,896147,823323,823323,1511,892187
1000000,879689,697300,697300,1167,843658
1000000,322808,-1,-1,1029,1032607
1000000,282302,965005,965005,1008,994189
1000000,522054,719647,719647,1088,819335
1000000,864175,466177,466177,1303,603527
1000000,235522,484366,484366,850,554375
1000000,120015,-1,-1,1166,700416
1000000,769331,607805,607805,1332,653754
1000000,158866,-1,-1,1465,965889
1000000,766233,311477,311477,721,427794
1000000,233005,11204,11204,446,8337
1000000,531494,446154,446154,1647,1140396
1000000,250083,453231,453231,1264,653636
1000000,700559,447323,447323,1183,784396
1000000,179694,124823,124823,1358,219382
1000000,616409,313056,313056,841,371072
1000000,355649,803228,803228,1832,1047189
1000000,554348,661441,661441,1184,799747
1000000,786227,46380,46380,836,36984
1000000,99835,-1,-1,1277,1212695
1000000,146919,-1,-1,12857,808850
1000000,889754,55739,55739,632,48104
1000000,547851,-1,-1,1015,742354
1000000,97728,818616,818616,1370,625260
1000000,692484,-1,-1,1234,627940
1000000,972162,76629,76629,780,42388
1000000,426253,-1,-1,2221,606457
1000000,61079,-1,-1,1977,597652
1000000,677532,-1,-1,1695,579132
1000000,17048,-1,-1,834,605449
1000000,771670,624406,624406,1802,386619
1000000,776034,32442,32442,556,17516
1000000,511339,769999,769999,1473,468275
1000000,42861,158866,158866,1070,97862
1000000,955742,583367,583367,1696,364162
1000000,303533,488999,488999,1140,318014
1000000,632581,775926,775926,1666,474310
1000000,970307,96441,96441,793,60163
1000000,502392,115958,115958,949,153583
1000000,278502,211798,211798,806,172834
1000000,296684,518792,518792,1489,317764
1000000,667601,51413,51413,533,28314
1000000,779596,478795,478795,2084,329865
1000000,351357,187563,187563,748,181002
1000000,580266,-1,-1,2009,782281
1000000,372722,17543,17543,686,19996
1000000,990309,967962,967962,1324,1033751
1000000,10951,387490,387490,2354,644133
1000000,191347,587251,587251,1772,461273
1000000,777297,458796,458796,1413,292887
1000000,693272,817485,817485,2448,532329
1000000,144604,-1,-1,950,815566
1000000,842730,-1,-1,1290,709139
1000000,71273,425841,425841,872,350799
1000000,565356,-1,-1,1880,801325
1000000,561631,290705,290705,1057,179855
1000000,956939,606464,606464,1543,386461
1000000,216850,143871,143871,788,83937
1000000,658176,80125,80125,662,38467
1000000,937731,239385,239385,566,154736
1000000,126580,-1,-1,2071,617520
1000000,564191,341429,341429,1220,213741
1000000,740536,313012,313012,1379,218515
1000000,617385,267739,267739,1007,155072
1000000,277494,-1,-1,1017,575355
1000000,224820,773355,773355,1768,529350
1000000,551979,361095,361095,1082,248605
1000000,536914,293225,293225,1576,179092
1000000,328879,523732,523732,1312,300618
1000000,333908,852727,852727,1409,526062
1000000,179698,472486,472486,1500,302948
